DATE,price_per_kg,day_of_week,month,week_of_year,day_of_month,season,rolling_mean_3,rolling_mean_5,rolling_mean_7,lag_1,lag_3,lag_5,rolling_std_3,rolling_std_5,rolling_std_7
2024-07-03,2136.0,2.0,7.0,27,3.0,2.0,2120.6666666666665,2116.4,2120.8571428571427,2116.0,2110.0,2110.0,13.613718570209343,11.260550608418345,17.430132639279048
2024-07-04,2206.0,3.0,7.0,27,4.0,2.0,2152.6666666666665,2135.6,2128.285714285714,2136.0,2110.0,2110.0,47.25815626227388,40.777444745896545,35.56081310353453
2024-07-05,2414.0,4.0,7.0,27,5.0,2.0,2252.0,2196.4,2171.714285714286,2206.0,2116.0,2110.0,144.5959888792845,127.49431359870252,112.31164125733525
2024-07-06,2414.0,5.0,7.0,27,6.0,2.0,2344.6666666666665,2257.2,2215.1428571428573,2414.0,2136.0,2110.0,120.08885599135898,146.98707426166413,139.86592219152706
2024-07-07,2414.0,6.0,7.0,27,7.0,2.0,2414.0,2316.8,2258.5714285714284,2414.0,2206.0,2116.0,0.0,135.37798934835624,148.69527804975627
2024-07-08,2488.0,0.0,7.0,28,8.0,2.0,2438.6666666666665,2387.2,2312.5714285714284,2414.0,2414.0,2136.0,42.72391991982028,106.24123493259707,154.2798940701362
2024-07-09,2498.0,1.0,7.0,28,9.0,2.0,2466.6666666666665,2445.6,2367.1428571428573,2488.0,2414.0,2206.0,45.88391148666132,43.414283363922614,140.06597085117082
2024-07-10,2482.0,2.0,7.0,28,10.0,2.0,2489.3333333333335,2459.2,2416.5714285714284,2498.0,2414.0,2414.0,8.082903767596042,41.65573189853822,100.31094513705301
2024-07-11,2552.0,3.0,7.0,28,11.0,2.0,2510.6666666666665,2486.8,2466.0,2482.0,2488.0,2414.0,36.67878587571623,49.24631965947048,53.65320742199932
2024-07-12,2528.0,4.0,7.0,28,12.0,2.0,2520.6666666666665,2509.6,2482.285714285714,2552.0,2498.0,2414.0,35.57152419164574,29.577018105323408,52.52845034111458
2024-07-13,2528.0,5.0,7.0,28,13.0,2.0,2536.0,2517.6,2498.5714285714284,2528.0,2482.0,2488.0,13.856406459966683,27.618834153573264,44.95500395898832
2024-07-14,2528.0,6.0,7.0,28,14.0,2.0,2528.0,2523.6,2514.8571428571427,2528.0,2552.0,2498.0,0.0,25.47155275994285,25.76450123346517
2024-07-15,2358.0,0.0,7.0,29,15.0,2.0,2471.3333333333335,2498.8,2496.285714285714,2528.0,2528.0,2482.0,98.14954576214728,79.39269487807225,65.12990681634001
2024-07-16,2214.0,1.0,7.0,29,16.0,2.0,2366.6666666666665,2431.2,2455.714285714286,2358.0,2528.0,2552.0,157.17930313280362,141.9901405027935,124.9075848854128
2024-07-17,2214.0,2.0,7.0,29,17.0,2.0,2262.0,2368.4,2417.4285714285716,2214.0,2528.0,2528.0,83.13843876317591,157.10760643585462,153.34368495079582
2024-07-18,2214.0,3.0,7.0,29,18.0,2.0,2214.0,2305.6,2369.1428571428573,2214.0,2358.0,2528.0,0.0,139.08558516253126,157.07686926198835
